CZ3566,2020/6/26,深圳,合肥,8:00,10:10
CZ3645,2020/6/25,深圳,合肥,16:45,18:55
CZ3646,2020/6/18,合肥,深圳,20:10,22:40
CZ3647,2020/6/16,广州,福州,19:35,21:10
CZ3648,2020/6/17,福州,广州,22:10,0:05
CZ3649,2020/6/19,广州,福州,9:25,11:00
CZ3650,2020/6/21,福州,广州,12:05,13:55
CZ3665,2020/6/27,珠海,合肥,8:10,10:30
CZ3666,2020/6/19,哈尔滨,合肥,16:25,19:30
CZ3813,2020/6/18,广州,合肥,9:15,11:40
CZ3814,2020/6/3,合肥,广州,12:30,14:40
CZ3817,2020/6/22,广州,合肥,19:20,21:40
CZ3818,2020/6/2,合肥,广州,22:30,0:40
CZ3877,2020/6/22,广州,福州,14:45,16:25
CZ3878,2020/6/23,福州,广州,17:25,19:25
CZ5367,2020/6/28,深圳,合肥,18:20,20:35
CZ5368,2020/6/21,合肥,深圳,21:25,23:55
CZ6261,2020/6/10,哈尔滨,烟台,9:24,10:59
CZ6305,2020/6/23,乌鲁木齐,合肥,11:25,17:30
CZ6917,2020/6/24,乌鲁木齐,郑州,9:00,12:45
CZ6918,2020/6/25,福州,郑州,17:20,19:35
CZ8291,2020/6/21,贵阳,合肥,19:15,21:20
CZ8292,2020/6/24,合肥,贵阳,22:10,0:20
CZ8515,2020/6/26,贵阳,福州,7:50,9:55
CZ8516,2020/6/27,福州,贵阳,11:05,13:45
CZ8595,2020/6/22,深圳,合肥,21:35,23:50
CZ8596,2020/6/19,合肥,深圳,6:35,8:50
CZ8635,2020/6/3,深圳,烟台,15:40,21:30
CZ9378,2020/5/4,北京,天河,10:00,10:15
DR5035,2020/6/12,沈阳,福州,7:05,10:35
DR5036,2020/6/13,西哈努克,福州,15:55,19:30
DR6547,2020/6/28,昆明,北海,13:10,14:45
